"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23009088","Prioux","709","Lewis","A","I1","2023-10-06","","2023-10-06","","12","12","169000.00","169000.00","","","1846.00","3","1","","51 - 75 Years","70 x 150","Residential","DS","","0 - 0.5","","Caffery Real Estate, Inc. (l000915)","Michael Lamperez","","New Iberia","LA","70563","","Iberia","","70 X 150 PART LOT 7, PART LOT 7, N. LEWIS AVE., LOT 15 & PART LOTS 14 & 16 BEING PART LOT 7, BLK 4, PRIOUX SUB","","2.5%","N","P7","",""
"23004894","Gabriel Melancon Addition","1337","Parkview","A","L2","2023-06-03","","2023-06-06","","137","274","175000.00","160000.00","","","1320.00","3","1","","51 - 75 Years","301x119","Residential","DS","","0.51 - 0.99","","Dream Home Realty, LLC (l001181)","Kent Rogers","","Opelousas","LA","70570","","St Landry","","2 LOTS 40 (50X271) & N 20' LOT 44 (20X284) GABRIEL MELANCON PARK ADD N LOT 38 DEJEAN S MIZZI E BAYOU TENSON W","","3% - $150","N","040","",""
"23008714","Koury 2nd Addn","548","Ethel","A","A4","2023-09-22","","2023-09-23","","26","34","95000.00","92000.00","","","1150.00","2","1","","31 - 40 Years","75 x 105","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Dana Gradney","","Church Point","LA","70525","","Acadia","","LOT 6 SE 1/2 LOT 5 BLK 2 KOURY ADD. #2 (1 1/2 LOTS) (IMP) (B-1780) (L","","3%","N","006","",""
"21001343","None","1047","Lawless Tauzin","A","M1","2021-02-11","","2022-03-02","","978","978","1250000.00","1245000.00","","","1700.00","2","2","","41 - 50 Years","55 +/- Acres","Residential","DS","","50 - 99.99","","Sam Robertson Real Estate Co (l000214)","Samuel Robertson","","Breaux Bridge","LA","70517","","St Martin","","55.40 Acres Sec 23, 24, 25, 26, 107 abd 111; T8S  R4E  St. Martin Parish, Louisiana","","3% - $250","N","0","",""
"23009356","Elan","201","Martele","A","N","2023-10-15","","2023-10-16","","3","3","1.00","1.00","","","3111.00","4","3","1","6 - 10 Years","68.52X118.63X39.31X33.44X 73.36X2","Residential","DS","","0 - 0.5","","Gateway Realty, Inc. (l000062)","Debi Smith","","Lafayette","LA","70508","","Lafayette","","LOT B-52 E'LAN SUBDIVISON PHASE II (68.52X118.63X39.31X33.44X 73.36X2","","1.5","Y","005","",""
"23009149","Meadow Bend","230","Woodhaven","A","O","2023-10-09","","2023-10-09","","9","9","298815.00","298815.00","","","2204.00","4","2","","Under Construction","84X102X70X77","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Youngsville","LA","70592","","Lafayette","","SEC 6, T11S, R5E","","2.5%","N","98","",""
"23007586","Kingston Place","1127","Katherine","A","L2","2023-08-21","","2023-08-21","","58","58","385000.00","379900.00","","","4319.00","4","3","","51 - 75 Years","190 X 350","Residential","DS","","1 - 2.99","","RE/MAX Excellence (l001244)","Holly Cange","","Opelousas","LA","70570","","St Landry","","1 LOT KINGSTON PLACE SUB DIV N DEJEAN S KATHERINE DR E DEJEAN S KATHERINE DR E DEJEAN W PATTON 989562 (J-43-786)PLAT","","2.5","N","000","",""
"23008418","Summerfield","306","Springfield","A","I1","2023-09-14","","2023-09-14","","34","34","229000.00","202800.00","","","1586.00","3","2","","16 - 20 Years","10138","Residential","DS","","0 - 0.5","","RealHome Services & Solutions (l001124)","Dana Rowell","","New Iberia","LA","70563","","Iberia","","1- 74 X 137 BEING LOT 35 SUMMERFIELD SUB LOCATED IN SECS. 1 & 12 , T 12 S,R 6 E & SEC 12, T 12 S, R 7 E","","3%","N","35","",""
"23009050","Bendel Gardens","223","Beverly","A","G2","2023-10-05","","2023-10-05","","13","407","1050000.00","1050000.00","","","5246.00","6","4","","51 - 75 Years","18,295sf","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Carrie Theard","","Lafayette","LA","70503","","Lafayette","","LOT 119 & SW 10FT LOT 120 BENDEL GARDENS","","2.5%","N","119","",""
"23007643","Tanglewood","603","Robert Lee","A","G3","2023-08-21","","2023-09-01","","47","47","469900.00","469900.00","","","3136.00","4","3","1","41 - 50 Years","105.7X125.31X105.49","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jammie Parbhoo","","Lafayette","LA","70506","","Lafayette","","LOT 103 TANGLEWOOD TERRACE SUB SEC 3 (105.7X125.31X105.49)","","3%-150","Y","103","",""
"23001745","Mon Cherie","112","Cape Town","A","O","2023-03-03","","2023-03-06","","229","229","417100.00","367000.00","","","1940.00","3","2","","Under Construction","8006.564","Residential","DS","","0 - 0.5","","Robbie Breaux & Team Brokered by Real Broker (l001230)","Robbie Breaux","","Youngsville","LA","70592","","Lafayette","","LOT 6 MON CHERIE SUBD  (8006.564 SQ FT)","","2.5%-1$50","N","06","",""
"23008262","Sheldon & Hagen","212","Mcneil","A","L1","2023-09-09","","2023-09-09","","39","39","29900.00","24999.00","","","1430.00","4","1","0","41 - 50 Years","91x138 59x138","Residential","DS","","0 - 0.5","","Alpha Team, LLC (l001289)","Vickie Abbott","","Melville","LA","71353","","St Landry","","1 LOT (91X138) N S E HAGEN W MCNEIL ST  1 LOT 14 (59X138) BLK 6 SHELDON & HAGEN SUB DIV DIV N MELVILLE ST S BROCATO E","","2.5% or $1000","N","002","",""
"23008717","Mear Addition","104","Avenue M","A","A1","2023-09-23","","2023-09-23","","25","25","55000.00","35000.00","","","900.00","2","1","0","51 - 75 Years","147x38x110x150","Residential","DS","","0 - 0.5","","ListWithFreedom.com (l001308)","Kurt Clements","","Crowley","LA","70526","","Acadia","","LOTS 9-10 BLK 1 MEAR. (2 LOTS)(IMP)(A/652) (LOTS 9-10 SIZE: SEE PB)","","3.00%","N","9-10","",""
"23006351","Original Town of Opelousas","623","Landry","A","L2","2023-07-13","","2023-07-16","","97","97","145000.00","145000.00","","","1300.00","2","2","0","51 - 75 Years","50 x193.2","Residential","DS","","0 - 0.5","","Reality Realty, LLC (l001122)","Angela Angello","","Opelousas","LA","70570","","St Landry","","1 LOT (50X193.2) N GREEN S LANDRY ST E CANE ST W COULEE FRONTING 168.","","3%","N","000","",""
"23008716","None","1388","Hwy 743","A","L1","2023-09-23","","2023-09-23","","25","25","215300.00","215300.00","","","1650.00","2","2","","51 - 75 Years","251.5 x 173.2","Residential","DS","","0.51 - 0.99","","Thibodeaux Reed Realty, LLC (l001190)","Rosalind Thibodeaux","","Opelousas","LA","70570","","St Landry","","1 LOT (251.5X173.2) (.876 AC) FRONTING 173.2' ON HWY 743 IN SEC 7 T-6","","3%","N","1","",""
"23007241","Diamondhead Est","927","Duhon","A","K","2023-08-07","","2023-08-09","","72","72","299000.00","299000.00","","","1747.00","3","2","","New","100x130","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Carrie Theard","","Lafayette","LA","70506","","Lafayette","","LOT 41 DIAMONDHEAD ESTATES PHASE I (100X130)","","2.5%","N","41","",""
"23007862","None","1055","Eddie Ray","A","M1","2023-08-28","","2023-08-28","","51","51","262500.00","239900.00","","","1637.00","3","2","1","41 - 50 Years","160 x 315","Residential","DS","","1 - 2.99","","Latter & Blum (l000050)","Kimberly Lafleur","","Breaux Bridge","LA","70517","","St Martin","","LOT: 160 X 316 CANAL, RAY, SAVOY, ROADCOB. 1196-219-270880 1440-068-387329","","2.5% - $150","N","See Legal Desc","",""
"23009198","Northcross","1020","Northcross","A","L2","2023-10-10","","2023-10-10","","8","8","330000.00","330000.00","","","2400.00","3","2","1","31 - 40 Years","(130.13X175.17)","Residential","DS","","0.51 - 0.99","","Real Broker, LLC (l001335)","Jan Terhune","","Opelousas","LA","70570","","St Landry","","1 LOT 8 (130.13X175.17) (.523 AC) NORTHCROSS SUBDIV N LOT 9 S LOT 7 E","","2.5%-$150","N","008","Lana Soileau",""
"23008453","Acadiana Woods","714","Canberra","A","N","2023-09-12","","2023-09-15","","36","36","233000.00","233000.00","","","1826.00","3","2","","31 - 40 Years","65 x 110","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Midge Parker","","Lafayette","LA","70503","","Lafayette","","LOT 81 ACADIANA WOODS SUB PHASE 1 A (65X110)","","3%-150","N","008","",""
"23004836","None","128","6th","A","Evangeline","2023-06-02","","2023-07-31","","112","112","20000.00","20000.00","","","1400.00","2","2","","51 - 75 Years","100 x 140","Residential","DS","","0 - 0.5","","Bon Aimee Realty (l001189)","Christine Fontenot","","Mamou","LA","70554","","Evangeline","","2 Lots 800--Lots 10-11 Blk 85 Imp> R.H. 1400","","3% - $100","N","10-11","",""
"23001977","B.A. Soileau","724","Dr Carver","A","Evangeline","2023-03-09","","2023-03-11","","223","223","62000.00","62000.00","","","1500.00","3","2","","51 - 75 Years","46.6x136","Residential","AS","","0 - 0.5","","EXP Realty, LLC (l001154)","Lashira Petry","","Ville Platte","LA","70586","","Evangeline","","1 LOT 400-LOT 6 BLK. 1 B.A.SOILEAU SUBDIV. (46.6' X 136')                        1 TRACT 600-HICKERSON:COREIL:ALFRED:ANT","","3%","N","1 LOT 400-LOT 6","",""
"23008950","Parkview","707","Parkview","A","V1","2023-10-02","","2023-10-02","","16","16","99000.00","99000.00","","","860.00","2","1","","41 - 50 Years","0 - 0.5","Residential","DS","","0 - 0.5","","Legacy Real Estate, LLC (l00121)","Rhett Hebert","","Abbeville","LA","70510","","Vermilion","","LOT 22 PARKVIEW ADDITION","","2.5%","Y","22","Carson Dubois",""
"23008510","Atchafalya Trace","3316","Daisy Meadows","A","M1","2023-09-18","","2023-09-18","","30","30","342900.00","342900.00","","","1966.00","4","2","","Under Construction","105x35.36x 92.23x130x117.23","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Breaux Bridge","LA","70517","","St Martin","","LOT 10 OF ATCHAFALAYA TRACE PHASE II","","2.5%","N","10","",""
"23007148","Beverly Heights","203","Clause","A","D","2023-08-04","","2023-08-07","","75","75","242000.00","239800.00","","","1604.00","3","2","","51 - 75 Years","96 x 134","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Debbie Greene","","Lafayette","LA","70507","","Lafayette","","LOT 26-BEVERLY HGTS (96X134)","","3%-150","N","26","",""
"23007865","Magnolia Ridge","215","St Ann","A","L2","2023-08-28","","2023-09-09","","39","39","275000.00","269600.00","","","2116.00","4","3","","31 - 40 Years","125 x 225","Residential","DS","","0.51 - 0.99","","RE/MAX Acadiana (l000020)","Buck Bobo","","Opelousas","LA","70570","","St Landry","","5 LOTS 129 130 131 132 & 133 (25X225 EACH) MAGNOLIA RIDGE SUB DIV","","2.5%-$150","N","129-133","",""
"23008952","Francois","130","Francois","A","D","2023-10-02","","2023-10-02","","16","16","279000.00","279000.00","","","1989.00","3","2","1","16 - 20 Years","Per assessor","Residential","DS","","0 - 0.5","","Hargroder Real Estate Group (l001199)","Victoria Hargroder Emrick","","Lafayette","LA","70507","","Lafayette","","E 25' LOT 8 & W 75' L0T 9 FRANCOIS SUB","","3%-$150","N","000","",""
"23007587","Savannah Pointe","205","Hardwicke","A","C","2023-08-21","","2023-08-21","","58","58","188645.00","188645.00","","","1067.00","3","2","0","Under Construction","50X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70507","","Lafayette","","SAVANNAH POINTE, PHASE 1 - LOCATED IN SECT. 10, T-9-S, R-4-E, LAFAYETTE PARISH, LOUISIANA","","2.5%","N","13","",""
"23009280","Westside Park Addition","105","Napoleon","A","V3","2023-10-12","","2023-10-12","","6","6","65000.00","65000.00","","","1200.00","3","2","","16 - 20 Years","51x110x69x110","Residential","MM","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Denise Rangai","","Abbeville","LA","70510","","Vermilion","","POR OF LOT 93 BLK 7 MEAS 51' BY 110'2014002035  W 69' OF E 110' OF LOT 91 BLK 7 W/SIDE PARK ADD 2023005266","","3%","N","091","",""
"23003707","None","2208","Segura","A","I4","2023-05-03","","2023-09-12","","162","162","140000.00","90000.00","","","1800.00","2","2","","31 - 40 Years","160X209","Residential","DS","","1 - 2.99","","New Investors Inc (l000935)","Newton Thompson","","New Iberia","LA","70560","","Iberia","","1 LOT 11 (50X70) BLK 12 MARY BURR ADD 1 LOT 1 (50X70) BLK 12 MARY BUR","","$1000","N","001","",""
"23000206","Guidroz","810","Guidroz","A","St. Mary","2023-01-10","","2023-01-10","","281","281","160000.00","155000.00","","","1810.00","3","2","","51 - 75 Years","65X150","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Lindsay Vella","","Franklin","LA","70538","","St Mary","","LOT NORTH 5 FT NO 5 GUIDROZ SUBD  ACQ 377 331315; LOT 6 GUIDROZ SUBD  ACQ 377 331315","","2.5%","N","6","",""
"23008522","Theater Street Condominiums","200","Theater","A","G3","2023-09-18","","2023-09-18","","30","30","170000.00","170000.00","","","1191.00","3","2","","21 - 30 Years","as per plat","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Kimberly Lafleur","","Lafayette","LA","70506","210","Lafayette","","TBD","","2.5% - $150","Y","TBD","Stefanie Kellner",""
"23001108","Rural Tract (NO Subd)","936","Poydras","A","M1","2023-02-09","","2023-02-09","","251","251","825000.00","780000.00","","","2773.00","4","4","1","16 - 20 Years","Irregular","Residential","DS","","3 - 5.99","","EXP Realty, LLC (l001154)","Danielle Toups","","Breaux Bridge","LA","70517","","St Martin","","2.552 AC Champagne, Jordan, Melancon ALS, Bayou Teche COB: 1418-761-374589, and 3.44 AC; Hollier, Hwy. 347, Jordan, .Ba","","3%","Y","O","",""
"23008949","Three Fountains Condo","112","Hillside","A","G2","2023-10-02","","2023-10-02","","16","16","140000.00","140000.00","","","1163.00","2","2","","41 - 50 Years","NA","Residential","AS","","0 - 0.5","","EXP Realty, LLC (l001154)","Cassie Melancon","","Lafayette","LA","70503","55","Lafayette","","UNIT 55 BLDG 8 THREE FOUNTAINS CONDOMINIUMS (1163 SF) (1.84953% COMMO","","2.5","Y","55","",""
"23008327","Oak Villas","313","Peppercorn","A","D","2023-09-12","","2023-09-12","","36","36","230860.00","230860.00","","","1501.00","4","2","0","Under Construction","61x82x55x100","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Carencro","LA","70507","","Lafayette","","OAK VILLAS- LOCATED IN SECT. 103-T8S-R4E, SECT.1&71-T9S-R4E, LAFAYETTE PARISH, LOUISIANA","","2.5%","N","105","",""
"23008029","Paige Place","1004","Deer Meadow","A","O","2023-09-01","","2023-09-01","","47","47","429000.00","399000.00","","","2779.00","4","2","","1 - 3 Years","60 x 120","Residential","DS","","0 - 0.5","","Legacy Real Estate, LLC (l00121)","Rhett Hebert","","Broussard","LA","70518","","Lafayette","","PAIGE PLACE - PHASE 1 SECTION 4, T11S, R5E, CITY OF BROUSSARD","","2.5% - $250","N","91","",""
"23008916","Victoria Village","806","Gloria Switch","A","D","2023-09-28","","2023-09-29","","20","20","235000.00","235000.00","","","1744.00","3","2","","21 - 30 Years","80x140","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Alicia Sawvel","","Lafayette","LA","70507","","Lafayette","","LOT 204 VICTORIA VILLAGE SUB EXT 2 PH I (80X140)","","3%","N","LOT 204","",""
"23003574","None","1208","Weber","A","St. Mary","2023-04-29","","2023-07-10","","120","120","105000.00","105000.00","","","1200.00","2","1","","51 - 75 Years","0.17 of an acre","Residential","DS","","0 - 0.5","","Thomson Real Estate (l000967)","Kay Louviere","","Franklin","LA","70538","","St Mary","","Lot BD Ibert-Railroad-Pugh-Weber St","","2.5%-$150","N","0","",""
"23006139","Champs Ardennes","167","Rue Maury","A","Evangeline","2023-07-10","","2023-07-10","","100","486","245000.00","245000.00","","","1495.00","3","2","1","New","80 x 135","Residential","DS","","0 - 0.5","","Reality Realty, LLC (l001122)","Angela Angello","","Ville Platte","LA","70586","","Evangeline","","1 LOT 175 (75X135) & WEST 5' LOT 176 (5X135) PARK VISTA SUB DIV N MAR","","2.5","N","175","",""
"23008454","None","231","Lafayette","A","V1","2023-09-13","","2023-09-20","","28","28","375000.00","369000.00","","","2523.00","3","2","1","21 - 30 Years","as per plat","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","Brandy Smith","","Maurice","LA","70555","","Vermilion","","1.0 AC IN SEC 39 T 11 R 3 E BEING TRACT      B-2-A  204-15421  2023002187      IMP","","3%","N","0","",""
"23008309","None","221","Apple Tree","A","Evangeline","2023-09-10","","2023-09-11","","38","38","350000.00","350000.00","","","2526.00","3","2","","11 - 15 Years","34 acres","Residential","MM","","30 - 49.99","","Keller Williams Realty Acadiana (l000906)","Alicia Rhodes","","Eunice","LA","70535","","Evangeline","","6 AGRI. #2--BILLEAUDEAU:PARISH LINE:ARDOIN:GUILLORY: 7H-15 SEC. 7 & 1","","2.5","N","N/A","",""
"23008297","None","1059","Schwing","A","M2","2023-09-11","","2023-09-11","","37","37","80000.00","75000.00","","","1280.00","3","2","","11 - 15 Years","125x200","Residential","MM","","0.51 - 0.99","","Keaty Real Estate Team (l000932)","Chasidy Burnett","","St. Martinville","LA","70582","","St Martin","","LOT:125' X 200' LOT 4, BLOCK 1 OF COTEAU HOLMES WOODS SUB.COB: 1175-393-266711 1522-561-419675 1589-052-444748 1589-056","","3%-$150","N","4","",""
"23008226","None","285","I - 49 Service","A","L2","2023-09-08","","2023-09-09","","39","78","990000.00","990000.00","","","4400.00","4","4","2","21 - 30 Years","11.705 Acres","Residential","DS","","11 - 19.99","","Keller Williams Realty Acadiana (l000906)","Miles Santiago","","Carencro","LA","70520","","St Landry","","11.705 AC TRACT 1A OF BREAUX PLAT N LAURENT S MILLER E I-49 W SOUTHERN","","2.5%","N","0","",""
"23007938","Gabriel's Place","312","Ethereal","A","P","2023-08-30","","2023-09-19","","29","29","249935.00","252935.00","","","1659.00","3","2","","Under Construction","35X44X90X64X114","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Youngsville","LA","70592","","Lafayette","","GABRIEL'S PLACE -  SECTION 11, T11S, R4E, LAFAYETTE PARISH, LOUISIANA","","2.5%","N","7","",""
"23002225","Whittington Estates","104","Whittington","A","G2","2023-03-19","","2023-03-20","","213","213","269900.00","264900.00","","","1265.00","2","2","1","New","irregular","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Padgette Richard","","Lafayette","LA","70503","D","Lafayette","","(TBD) of Whittington Estates, Phase 1","","2.5%-150","N","0","",""
"23009176","Duplechain","233","Mills","A","C","2023-10-10","","2023-10-10","","8","8","119500.00","119500.00","","","1012.00","2","1","","51 - 75 Years","50x162.5x163","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Kirk Brown","","Scott","LA","70583","","Lafayette","","LOT 12 BLK 10 DUPLECHAIN SUB EXT 2 (50X162.5X163)","","2.5","N","12","",""
